0 x, -nan
0 y, -nan
0 z, -nan
1 x, -nan
1 y, -nan
1 z, -nan
2 x, -nan
2 y, -nan
2 z, -nan
3 x, -nan
3 y, -nan
3 z, -nan
4 x, -nan
4 y, -nan
4 z, -nan
5 x, -nan
5 y, -nan
5 z, -nan
439 x, -1.000000
439 y, 0.000000
439 z, -0.000000
440 x, -1.000000
440 y, 0.000000
440 z, -0.000000
441 x, -1.000000
441 y, -0.000000
441 z, 0.000000
442 x, -1.000000
442 y, -0.000000
442 z, 0.000000
443 x, -1.000000
443 y, 0.000000
443 z, 0.000000
444 x, -1.000000
444 y, -0.000000
444 z, -0.000000
445 x, -1.000000
445 y, -0.000000
445 z, 0.000000
446 x, -1.000000
446 y, 0.000000
446 z, 0.000000
447 x, -1.000000
447 y, 0.000000
447 z, 0.000000
448 x, -1.000000
448 y, -0.000000
448 z, -0.000000
449 x, -1.000000
449 y, -0.000000
449 z, -0.000000
450 x, -1.000000
450 y, -0.000000
450 z, 0.000000
451 x, -1.000000
451 y, -0.000000
451 z, 0.000000
452 x, -1.000000
452 y, -0.000000
452 z, -0.000000
453 x, -1.000000
453 y, -0.000000
453 z, 0.000000
454 x, -1.000000
454 y, 0.000000
454 z, -0.000000
455 x, -1.000000
455 y, -0.000000
455 z, -0.000000
456 x, -1.000000
456 y, -0.000000
456 z, -0.000000
457 x, -1.000000
457 y, -0.000000
457 z, -0.000000
458 x, -1.000000
458 y, -0.000000
458 z, -0.000000
459 x, -1.000000
459 y, 0.000000
459 z, -0.000000
460 x, -1.000000
460 y, 0.000000
460 z, 0.000000
461 x, -1.000000
461 y, -0.000000
461 z, 0.000000
462 x, -1.000000
462 y, -0.000000
462 z, 0.000000
463 x, -1.000000
463 y, 0.000000
463 z, 0.000000
464 x, -1.000000
464 y, 0.000000
464 z, 0.000000
465 x, -1.000000
465 y, -0.000000
465 z, -0.000000
466 x, -1.000000
466 y, 0.000000
466 z, 0.000000
467 x, -1.000000
467 y, 0.000000
467 z, 0.000000
468 x, -1.000000
468 y, 0.000000
468 z, 0.000000
469 x, -0.802869
469 y, -0.505569
469 z, -0.315914
470 x, 1.000000
470 y, 0.000000
470 z, 0.000000
471 x, 1.000000
471 y, -0.000000
471 z, -0.000000
472 x, 1.000000
472 y, -0.000000
472 z, -0.000000
473 x, 1.000000
473 y, 0.000000
473 z, 0.000000
474 x, 1.000000
474 y, 0.000000
474 z, 0.000000
475 x, 1.000000
475 y, -0.000000
475 z, 0.000000
476 x, 1.000000
476 y, 0.000000
476 z, -0.000000
477 x, 1.000000
477 y, 0.000000
477 z, -0.000000
478 x, 1.000000
478 y, -0.000000
478 z, 0.000000
479 x, 1.000000
479 y, -0.000000
479 z, -0.000000
480 x, 1.000000
480 y, -0.000000
480 z, -0.000000
481 x, 1.000000
481 y, 0.000000
481 z, 0.000000
482 x, 1.000000
482 y, 0.000000
482 z, 0.000000
483 x, 1.000000
483 y, 0.000000
483 z, 0.000000
484 x, 1.000000
484 y, 0.000000
484 z, 0.000000
485 x, 1.000000
485 y, 0.000000
485 z, 0.000000
486 x, 1.000000
486 y, -0.000000
486 z, 0.000000
487 x, 1.000000
487 y, 0.000000
487 z, 0.000000
488 x, 1.000000
488 y, 0.000000
488 z, 0.000000
489 x, 1.000000
489 y, -0.000000
489 z, 0.000000
490 x, 1.000000
490 y, 0.000000
490 z, -0.000000
491 x, 1.000000
491 y, 0.000000
491 z, -0.000000
492 x, 1.000000
492 y, 0.000000
492 z, 0.000000
493 x, 1.000000
493 y, -0.000000
493 z, -0.000000
494 x, 1.000000
494 y, -0.000000
494 z, 0.000000
495 x, 1.000000
495 y, -0.000000
495 z, -0.000000
496 x, 1.000000
496 y, 0.000000
496 z, 0.000000
497 x, 1.000000
497 y, -0.000000
497 z, 0.000000
498 x, 1.000000
498 y, -0.000000
498 z, 0.000000
499 x, 1.000000
499 y, -0.000000
499 z, 0.000000
500 x, 1.000000
500 y, -0.000000
500 z, 0.000000
501 x, 1.000000
501 y, 0.000000
501 z, 0.000000
502 x, 1.000000
502 y, -0.000000
502 z, 0.000000
503 x, 1.000000
503 y, -0.000000
503 z, 0.000000
504 x, 1.000000
504 y, -0.000000
504 z, -0.000000
505 x, 1.000000
505 y, -0.000000
505 z, -0.000000
506 x, 1.000000
506 y, 0.000000
506 z, 0.000000
507 x, 1.000000
507 y, -0.000000
507 z, 0.000000
508 x, 1.000000
508 y, -0.000000
508 z, 0.000000
509 x, 1.000000
509 y, 0.000000
509 z, -0.000000
510 x, 1.000000
510 y, 0.000000
510 z, -0.000000
511 x, 1.000000
511 y, 0.000000
511 z, -0.000000
512 x, 1.000000
512 y, 0.000000
512 z, -0.000000
513 x, 1.000000
513 y, -0.000000
513 z, 0.000000
514 x, 1.000000
514 y, -0.000000
514 z, 0.000000
515 x, 1.000000
515 y, -0.000000
515 z, 0.000000
516 x, 1.000000
516 y, -0.000000
516 z, 0.000000
517 x, 1.000000
517 y, -0.000000
517 z, 0.000000
518 x, 1.000000
518 y, -0.000000
518 z, 0.000000
519 x, 1.000000
519 y, 0.000000
519 z, -0.000000
520 x, 1.000000
520 y, 0.000000
520 z, -0.000000
521 x, 1.000000
521 y, 0.000000
521 z, -0.000000
522 x, 0.000000
522 y, 0.847754
522 z, -0.530390
523 x, -0.969545
523 y, -0.163955
523 z, 0.181937
524 x, -1.000000
524 y, -0.000000
524 z, -0.000000
525 x, -1.000000
525 y, 0.000000
525 z, -0.000000
526 x, -1.000000
526 y, 0.000000
526 z, 0.000000
527 x, -1.000000
527 y, -0.000000
527 z, 0.000000
528 x, -1.000000
528 y, -0.000000
528 z, -0.000000
529 x, -1.000000
529 y, 0.000000
529 z, -0.000000
530 x, -1.000000
530 y, 0.000000
530 z, -0.000000
531 x, -1.000000
531 y, 0.000000
531 z, -0.000000
532 x, -1.000000
532 y, 0.000000
532 z, -0.000000
533 x, -1.000000
533 y, 0.000000
533 z, -0.000000
534 x, -1.000000
534 y, 0.000000
534 z, -0.000000
535 x, -1.000000
535 y, -0.000000
535 z, 0.000000
536 x, -1.000000
536 y, -0.000000
536 z, -0.000000
537 x, -1.000000
537 y, 0.000000
537 z, -0.000000
538 x, -1.000000
538 y, 0.000000
538 z, 0.000000
539 x, -1.000000
539 y, -0.000000
539 z, 0.000000
540 x, -1.000000
540 y, -0.000000
540 z, 0.000000
541 x, -1.000000
541 y, 0.000000
541 z, -0.000000
542 x, -1.000000
542 y, -0.000000
542 z, 0.000000
543 x, -1.000000
543 y, 0.000000
543 z, 0.000000
544 x, -1.000000
544 y, 0.000000
544 z, 0.000000
545 x, -1.000000
545 y, 0.000000
545 z, -0.000000
546 x, -1.000000
546 y, -0.000000
546 z, 0.000000
547 x, -1.000000
547 y, 0.000000
547 z, -0.000000
548 x, -1.000000
548 y, -0.000000
548 z, 0.000000
549 x, -1.000000
549 y, -0.000000
549 z, -0.000000
550 x, -1.000000
550 y, 0.000000
550 z, -0.000000
551 x, -1.000000
551 y, 0.000000
551 z, -0.000000
552 x, -1.000000
552 y, -0.000000
552 z, 0.000000
553 x, -1.000000
553 y, -0.000000
553 z, -0.000000
554 x, -1.000000
554 y, -0.000000
554 z, 0.000000
555 x, -1.000000
555 y, -0.000000
555 z, -0.000000
556 x, -1.000000
556 y, -0.000000
556 z, 0.000000
557 x, -1.000000
557 y, -0.000000
557 z, 0.000000
558 x, -1.000000
558 y, -0.000000
558 z, 0.000000
559 x, -1.000000
559 y, -0.000000
559 z, -0.000000
560 x, -1.000000
560 y, 0.000000
560 z, -0.000000
561 x, -1.000000
561 y, 0.000000
561 z, 0.000000
562 x, -1.000000
562 y, 0.000000
562 z, 0.000000
563 x, -1.000000
563 y, 0.000000
563 z, 0.000000
564 x, -1.000000
564 y, -0.000000
564 z, 0.000000
565 x, -1.000000
565 y, -0.000000
565 z, 0.000000
566 x, -1.000000
566 y, 0.000000
566 z, 0.000000
567 x, -1.000000
567 y, 0.000000
567 z, -0.000000
568 x, -1.000000
568 y, -0.000000
568 z, -0.000000
569 x, -1.000000
569 y, -0.000000
569 z, 0.000000
570 x, -1.000000
570 y, 0.000000
570 z, 0.000000
571 x, -1.000000
571 y, 0.000000
571 z, 0.000000
572 x, -1.000000
572 y, -0.000000
572 z, -0.000000
573 x, -1.000000
573 y, -0.000000
573 z, -0.000000
574 x, -1.000000
574 y, -0.000000
574 z, -0.000000
575 x, -1.000000
575 y, -0.000000
575 z, -0.000000
576 x, -1.000000
576 y, -0.000000
576 z, -0.000000
577 x, -0.969545
577 y, 0.163955
577 z, 0.181937
578 x, -0.000000
578 y, -0.847754
578 z, -0.530390
579 x, 1.000000
579 y, 0.000000
579 z, 0.000000
580 x, 1.000000
580 y, 0.000000
580 z, 0.000000
581 x, 1.000000
581 y, -0.000000
581 z, -0.000000
582 x, 1.000000
582 y, 0.000000
582 z, 0.000000
583 x, 1.000000
583 y, 0.000000
583 z, 0.000000
584 x, 1.000000
584 y, -0.000000
584 z, -0.000000
585 x, 1.000000
585 y, -0.000000
585 z, -0.000000
586 x, 1.000000
586 y, 0.000000
586 z, -0.000000
587 x, 1.000000
587 y, 0.000000
587 z, 0.000000
588 x, 1.000000
588 y, -0.000000
588 z, -0.000000
589 x, 1.000000
589 y, -0.000000
589 z, -0.000000
590 x, 1.000000
590 y, -0.000000
590 z, 0.000000
591 x, 1.000000
591 y, 0.000000
591 z, 0.000000
592 x, 1.000000
592 y, -0.000000
592 z, 0.000000
593 x, 1.000000
593 y, 0.000000
593 z, 0.000000
594 x, 1.000000
594 y, -0.000000
594 z, 0.000000
595 x, 1.000000
595 y, 0.000000
595 z, -0.000000
596 x, 1.000000
596 y, -0.000000
596 z, -0.000000
597 x, 1.000000
597 y, -0.000000
597 z, -0.000000
598 x, 1.000000
598 y, -0.000000
598 z, -0.000000
599 x, 1.000000
599 y, -0.000000
599 z, -0.000000
600 x, 1.000000
600 y, 0.000000
600 z, -0.000000
601 x, 1.000000
601 y, 0.000000
601 z, 0.000000
602 x, 1.000000
602 y, 0.000000
602 z, 0.000000
603 x, 1.000000
603 y, 0.000000
603 z, 0.000000
604 x, 1.000000
604 y, -0.000000
604 z, 0.000000
605 x, 1.000000
605 y, 0.000000
605 z, -0.000000
606 x, 1.000000
606 y, 0.000000
606 z, 0.000000
607 x, 1.000000
607 y, -0.000000
607 z, 0.000000
608 x, 1.000000
608 y, -0.000000
608 z, 0.000000
609 x, 1.000000
609 y, -0.000000
609 z, 0.000000
610 x, 1.000000
610 y, -0.000000
610 z, 0.000000
611 x, 1.000000
611 y, -0.000000
611 z, 0.000000
612 x, 1.000000
612 y, -0.000000
612 z, 0.000000
613 x, 1.000000
613 y, 0.000000
613 z, 0.000000
614 x, 1.000000
614 y, 0.000000
614 z, 0.000000
615 x, 1.000000
615 y, -0.000000
615 z, 0.000000
616 x, 1.000000
616 y, -0.000000
616 z, 0.000000
617 x, 1.000000
617 y, -0.000000
617 z, -0.000000
618 x, 1.000000
618 y, 0.000000
618 z, -0.000000
619 x, 1.000000
619 y, 0.000000
619 z, -0.000000
620 x, 1.000000
620 y, 0.000000
620 z, -0.000000
621 x, 1.000000
621 y, 0.000000
621 z, -0.000000
622 x, 1.000000
622 y, -0.000000
622 z, 0.000000
623 x, 1.000000
623 y, -0.000000
623 z, 0.000000
624 x, 1.000000
624 y, 0.000000
624 z, 0.000000
625 x, 1.000000
625 y, -0.000000
625 z, 0.000000
626 x, 1.000000
626 y, -0.000000
626 z, 0.000000
627 x, 1.000000
627 y, -0.000000
627 z, 0.000000
628 x, 1.000000
628 y, -0.000000
628 z, 0.000000
629 x, 1.000000
629 y, -0.000000
629 z, 0.000000
630 x, 1.000000
630 y, 0.000000
630 z, 0.000000
631 x, 1.000000
631 y, -0.000000
631 z, 0.000000
632 x, 1.000000
632 y, -0.000000
632 z, 0.000000
633 x, 1.000000
633 y, -0.000000
633 z, 0.000000
634 x, 1.000000
634 y, 0.000000
634 z, 0.000000
635 x, 0.970213
635 y, 0.205402
635 z, -0.128436
636 x, 0.000000
636 y, -0.669611
636 z, 0.742712
637 x, -1.000000
637 y, 0.000000
637 z, -0.000000
638 x, -1.000000
638 y, -0.000000
638 z, 0.000000
639 x, -1.000000
639 y, -0.000000
639 z, 0.000000
640 x, -1.000000
640 y, 0.000000
640 z, -0.000000
641 x, -1.000000
641 y, 0.000000
641 z, -0.000000
642 x, -1.000000
642 y, -0.000000
642 z, 0.000000
643 x, -1.000000
643 y, -0.000000
643 z, 0.000000
644 x, -1.000000
644 y, -0.000000
644 z, 0.000000
645 x, -1.000000
645 y, -0.000000
645 z, 0.000000
646 x, -1.000000
646 y, -0.000000
646 z, 0.000000
647 x, -1.000000
647 y, -0.000000
647 z, 0.000000
648 x, -1.000000
648 y, 0.000000
648 z, -0.000000
649 x, -1.000000
649 y, 0.000000
649 z, -0.000000
650 x, -1.000000
650 y, -0.000000
650 z, -0.000000
651 x, -1.000000
651 y, -0.000000
651 z, 0.000000
652 x, -1.000000
652 y, 0.000000
652 z, 0.000000
653 x, -1.000000
653 y, -0.000000
653 z, -0.000000
654 x, -1.000000
654 y, 0.000000
654 z, -0.000000
655 x, -1.000000
655 y, -0.000000
655 z, 0.000000
656 x, -1.000000
656 y, -0.000000
656 z, 0.000000
657 x, -1.000000
657 y, -0.000000
657 z, 0.000000
658 x, -1.000000
658 y, -0.000000
658 z, -0.000000
659 x, -1.000000
659 y, 0.000000
659 z, -0.000000
660 x, -1.000000
660 y, 0.000000
660 z, -0.000000
661 x, -1.000000
661 y, -0.000000
661 z, 0.000000
662 x, -1.000000
662 y, -0.000000
662 z, -0.000000
663 x, -1.000000
663 y, 0.000000
663 z, -0.000000
664 x, -1.000000
664 y, -0.000000
664 z, -0.000000
665 x, -1.000000
665 y, -0.000000
665 z, -0.000000
666 x, -1.000000
666 y, -0.000000
666 z, -0.000000
667 x, -1.000000
667 y, 0.000000
667 z, -0.000000
668 x, -1.000000
668 y, 0.000000
668 z, -0.000000
669 x, -1.000000
669 y, -0.000000
669 z, -0.000000
670 x, -1.000000
670 y, 0.000000
670 z, -0.000000
671 x, -1.000000
671 y, -0.000000
671 z, 0.000000
672 x, -1.000000
672 y, -0.000000
672 z, -0.000000
673 x, -1.000000
673 y, -0.000000
673 z, 0.000000
674 x, -1.000000
674 y, 0.000000
674 z, 0.000000
675 x, -1.000000
675 y, 0.000000
675 z, 0.000000
676 x, -1.000000
676 y, -0.000000
676 z, 0.000000
677 x, -1.000000
677 y, -0.000000
677 z, 0.000000
678 x, -1.000000
678 y, 0.000000
678 z, -0.000000
679 x, -1.000000
679 y, 0.000000
679 z, -0.000000
680 x, -1.000000
680 y, -0.000000
680 z, 0.000000
681 x, -1.000000
681 y, -0.000000
681 z, -0.000000
682 x, -1.000000
682 y, -0.000000
682 z, -0.000000
683 x, -1.000000
683 y, -0.000000
683 z, -0.000000
684 x, -1.000000
684 y, 0.000000
684 z, -0.000000
685 x, -1.000000
685 y, 0.000000
685 z, -0.000000
686 x, -1.000000
686 y, -0.000000
686 z, 0.000000
687 x, -1.000000
687 y, -0.000000
687 z, -0.000000
688 x, -1.000000
688 y, -0.000000
688 z, -0.000000
689 x, -1.000000
689 y, 0.000000
689 z, -0.000000
690 x, -1.000000
690 y, 0.000000
690 z, 0.000000
691 x, -1.000000
691 y, 0.000000
691 z, 0.000000
692 x, -1.000000
692 y, 0.000000
692 z, 0.000000
693 x, -1.000000
693 y, 0.000000
693 z, 0.000000
694 x, -1.000000
694 y, -0.000000
694 z, -0.000000
695 x, -1.000000
695 y, -0.000000
695 z, -0.000000
696 x, -0.000000
696 y, 0.669611
696 z, 0.742712
697 x, 0.970213
697 y, -0.205402
697 z, -0.128436
698 x, 1.000000
698 y, 0.000000
698 z, -0.000000
699 x, 1.000000
699 y, 0.000000
699 z, 0.000000
700 x, 1.000000
700 y, 0.000000
700 z, 0.000000
701 x, 1.000000
701 y, 0.000000
701 z, 0.000000
702 x, 1.000000
702 y, 0.000000
702 z, 0.000000
703 x, 1.000000
703 y, 0.000000
703 z, 0.000000
704 x, 1.000000
704 y, 0.000000
704 z, 0.000000
705 x, 1.000000
705 y, 0.000000
705 z, 0.000000
706 x, 1.000000
706 y, 0.000000
706 z, 0.000000
707 x, 1.000000
707 y, 0.000000
707 z, 0.000000
708 x, 1.000000
708 y, 0.000000
708 z, 0.000000
709 x, 1.000000
709 y, -0.000000
709 z, -0.000000
710 x, 1.000000
710 y, -0.000000
710 z, -0.000000
711 x, 1.000000
711 y, -0.000000
711 z, -0.000000
712 x, 1.000000
712 y, -0.000000
712 z, -0.000000
713 x, 1.000000
713 y, -0.000000
713 z, 0.000000
714 x, 1.000000
714 y, 0.000000
714 z, -0.000000
715 x, 1.000000
715 y, 0.000000
715 z, -0.000000
716 x, 1.000000
716 y, -0.000000
716 z, 0.000000
717 x, 1.000000
717 y, -0.000000
717 z, 0.000000
718 x, 1.000000
718 y, 0.000000
718 z, 0.000000
719 x, 1.000000
719 y, -0.000000
719 z, 0.000000
720 x, 1.000000
720 y, 0.000000
720 z, 0.000000
721 x, 1.000000
721 y, -0.000000
721 z, 0.000000
722 x, 1.000000
722 y, 0.000000
722 z, 0.000000
723 x, 1.000000
723 y, -0.000000
723 z, 0.000000
724 x, 1.000000
724 y, 0.000000
724 z, 0.000000
725 x, 1.000000
725 y, 0.000000
725 z, 0.000000
726 x, 1.000000
726 y, -0.000000
726 z, 0.000000
727 x, 1.000000
727 y, 0.000000
727 z, -0.000000
728 x, 1.000000
728 y, 0.000000
728 z, -0.000000
729 x, 1.000000
729 y, -0.000000
729 z, 0.000000
730 x, 1.000000
730 y, -0.000000
730 z, 0.000000
731 x, 1.000000
731 y, 0.000000
731 z, -0.000000
732 x, 1.000000
732 y, 0.000000
732 z, -0.000000
733 x, 1.000000
733 y, 0.000000
733 z, -0.000000
734 x, 1.000000
734 y, 0.000000
734 z, -0.000000
735 x, 1.000000
735 y, 0.000000
735 z, -0.000000
736 x, 1.000000
736 y, 0.000000
736 z, -0.000000
737 x, 1.000000
737 y, -0.000000
737 z, 0.000000
738 x, 1.000000
738 y, -0.000000
738 z, 0.000000
739 x, 1.000000
739 y, -0.000000
739 z, 0.000000
740 x, 1.000000
740 y, -0.000000
740 z, 0.000000
741 x, 1.000000
741 y, -0.000000
741 z, 0.000000
742 x, 1.000000
742 y, -0.000000
742 z, 0.000000
743 x, 1.000000
743 y, -0.000000
743 z, 0.000000
744 x, 1.000000
744 y, -0.000000
744 z, -0.000000
745 x, 1.000000
745 y, 0.000000
745 z, -0.000000
746 x, 1.000000
746 y, 0.000000
746 z, -0.000000
747 x, 1.000000
747 y, -0.000000
747 z, 0.000000
748 x, 1.000000
748 y, -0.000000
748 z, 0.000000
749 x, 1.000000
749 y, -0.000000
749 z, 0.000000
750 x, 1.000000
750 y, -0.000000
750 z, 0.000000
751 x, 1.000000
751 y, -0.000000
751 z, 0.000000
752 x, 1.000000
752 y, -0.000000
752 z, 0.000000
753 x, 1.000000
753 y, -0.000000
753 z, 0.000000
754 x, 1.000000
754 y, -0.000000
754 z, 0.000000
755 x, 1.000000
755 y, 0.000000
755 z, -0.000000
756 x, 1.000000
756 y, 0.000000
756 z, -0.000000
757 x, 1.000000
757 y, -0.000000
757 z, 0.000000
758 x, 0.998634
758 y, 0.040523
758 z, 0.032987
759 x, 0.998634
759 y, 0.040515
759 z, 0.032995
760 x, -1.000000
760 y, 0.000000
760 z, 0.000000
761 x, -1.000000
761 y, -0.000000
761 z, 0.000000
762 x, -1.000000
762 y, -0.000000
762 z, 0.000000
763 x, -1.000000
763 y, -0.000000
763 z, 0.000000
764 x, -1.000000
764 y, -0.000000
764 z, 0.000000
765 x, -1.000000
765 y, 0.000000
765 z, 0.000000
766 x, -1.000000
766 y, -0.000000
766 z, -0.000000
767 x, -1.000000
767 y, 0.000000
767 z, -0.000000
768 x, -1.000000
768 y, 0.000000
768 z, -0.000000
769 x, -1.000000
769 y, 0.000000
769 z, -0.000000
770 x, -1.000000
770 y, 0.000000
770 z, -0.000000
771 x, -1.000000
771 y, -0.000000
771 z, 0.000000
772 x, -1.000000
772 y, -0.000000
772 z, 0.000000
773 x, -1.000000
773 y, -0.000000
773 z, 0.000000
774 x, -1.000000
774 y, -0.000000
774 z, 0.000000
775 x, -1.000000
775 y, 0.000000
775 z, -0.000000
776 x, -1.000000
776 y, 0.000000
776 z, -0.000000
777 x, -1.000000
777 y, -0.000000
777 z, 0.000000
778 x, -1.000000
778 y, -0.000000
778 z, 0.000000
779 x, -1.000000
779 y, 0.000000
779 z, -0.000000
780 x, -1.000000
780 y, 0.000000
780 z, -0.000000
781 x, -1.000000
781 y, -0.000000
781 z, 0.000000
782 x, -1.000000
782 y, -0.000000
782 z, 0.000000
783 x, -1.000000
783 y, -0.000000
783 z, 0.000000
784 x, -1.000000
784 y, -0.000000
784 z, 0.000000
785 x, -1.000000
785 y, 0.000000
785 z, 0.000000
786 x, -1.000000
786 y, -0.000000
786 z, -0.000000
787 x, -1.000000
787 y, -0.000000
787 z, -0.000000
788 x, -1.000000
788 y, 0.000000
788 z, 0.000000
789 x, -1.000000
789 y, -0.000000
789 z, 0.000000
790 x, -1.000000
790 y, -0.000000
790 z, 0.000000
791 x, -1.000000
791 y, 0.000000
791 z, 0.000000
792 x, -1.000000
792 y, 0.000000
792 z, 0.000000
793 x, -1.000000
793 y, 0.000000
793 z, 0.000000
794 x, -1.000000
794 y, 0.000000
794 z, 0.000000
795 x, -1.000000
795 y, -0.000000
795 z, 0.000000
796 x, -1.000000
796 y, 0.000000
796 z, -0.000000
797 x, -1.000000
797 y, 0.000000
797 z, -0.000000
798 x, -1.000000
798 y, -0.000000
798 z, 0.000000
799 x, -1.000000
799 y, -0.000000
799 z, -0.000000
800 x, -1.000000
800 y, 0.000000
800 z, -0.000000
801 x, -1.000000
801 y, -0.000000
801 z, -0.000000
802 x, -1.000000
802 y, -0.000000
802 z, -0.000000
803 x, -1.000000
803 y, 0.000000
803 z, -0.000000
804 x, -1.000000
804 y, -0.000000
804 z, 0.000000
805 x, -1.000000
805 y, 0.000000
805 z, 0.000000
806 x, -1.000000
806 y, 0.000000
806 z, 0.000000
807 x, -1.000000
807 y, -0.000000
807 z, -0.000000
808 x, -1.000000
808 y, -0.000000
808 z, -0.000000
809 x, -1.000000
809 y, 0.000000
809 z, 0.000000
810 x, -1.000000
810 y, 0.000000
810 z, 0.000000
811 x, -1.000000
811 y, 0.000000
811 z, 0.000000
812 x, -1.000000
812 y, 0.000000
812 z, 0.000000
813 x, -1.000000
813 y, -0.000000
813 z, -0.000000
814 x, -1.000000
814 y, -0.000000
814 z, -0.000000
815 x, -1.000000
815 y, 0.000000
815 z, 0.000000
816 x, -1.000000
816 y, 0.000000
816 z, 0.000000
817 x, -1.000000
817 y, -0.000000
817 z, -0.000000
818 x, -1.000000
818 y, -0.000000
818 z, -0.000000
819 x, -1.000000
819 y, 0.000000
819 z, -0.000000
820 x, -1.000000
820 y, -0.000000
820 z, 0.000000
821 x, -1.000000
821 y, 0.000000
821 z, 0.000000
822 x, -1.000000
822 y, 0.000000
822 z, 0.000000
823 x, -1.000000
823 y, -0.000000
823 z, 0.000000
824 x, 0.998634
824 y, -0.040515
824 z, 0.032995
825 x, 0.998634
825 y, -0.040524
825 z, 0.032987
826 x, 1.000000
826 y, 0.000000
826 z, -0.000000
827 x, 1.000000
827 y, -0.000000
827 z, -0.000000
828 x, 1.000000
828 y, -0.000000
828 z, -0.000000
829 x, 1.000000
829 y, -0.000000
829 z, -0.000000
830 x, 1.000000
830 y, -0.000000
830 z, -0.000000
831 x, 1.000000
831 y, -0.000000
831 z, 0.000000
832 x, 1.000000
832 y, 0.000000
832 z, 0.000000
833 x, 1.000000
833 y, -0.000000
833 z, -0.000000
834 x, 1.000000
834 y, -0.000000
834 z, -0.000000
835 x, 1.000000
835 y, 0.000000
835 z, -0.000000
836 x, 1.000000
836 y, 0.000000
836 z, 0.000000
837 x, 1.000000
837 y, 0.000000
837 z, 0.000000
838 x, 1.000000
838 y, 0.000000
838 z, 0.000000
839 x, 1.000000
839 y, -0.000000
839 z, 0.000000
840 x, 1.000000
840 y, 0.000000
840 z, 0.000000
841 x, 1.000000
841 y, -0.000000
841 z, -0.000000
842 x, 1.000000
842 y, -0.000000
842 z, -0.000000
843 x, 1.000000
843 y, 0.000000
843 z, 0.000000
844 x, 1.000000
844 y, 0.000000
844 z, 0.000000
845 x, 1.000000
845 y, -0.000000
845 z, 0.000000
846 x, 1.000000
846 y, 0.000000
846 z, -0.000000
847 x, 1.000000
847 y, -0.000000
847 z, -0.000000
848 x, 1.000000
848 y, -0.000000
848 z, -0.000000
849 x, 1.000000
849 y, -0.000000
849 z, -0.000000
850 x, 1.000000
850 y, -0.000000
850 z, -0.000000
851 x, 1.000000
851 y, -0.000000
851 z, -0.000000
852 x, 1.000000
852 y, -0.000000
852 z, -0.000000
853 x, 1.000000
853 y, -0.000000
853 z, -0.000000
854 x, 1.000000
854 y, -0.000000
854 z, -0.000000
855 x, 1.000000
855 y, -0.000000
855 z, -0.000000
856 x, 1.000000
856 y, -0.000000
856 z, -0.000000
857 x, 1.000000
857 y, 0.000000
857 z, 0.000000
858 x, 1.000000
858 y, 0.000000
858 z, -0.000000
859 x, 1.000000
859 y, -0.000000
859 z, -0.000000
860 x, 1.000000
860 y, -0.000000
860 z, 0.000000
861 x, 1.000000
861 y, -0.000000
861 z, 0.000000
862 x, 1.000000
862 y, 0.000000
862 z, 0.000000
863 x, 1.000000
863 y, 0.000000
863 z, 0.000000
864 x, 1.000000
864 y, -0.000000
864 z, 0.000000
865 x, 1.000000
865 y, -0.000000
865 z, 0.000000
866 x, 1.000000
866 y, -0.000000
866 z, 0.000000
867 x, 1.000000
867 y, -0.000000
867 z, 0.000000
868 x, 1.000000
868 y, -0.000000
868 z, 0.000000
869 x, 1.000000
869 y, -0.000000
869 z, 0.000000
870 x, 1.000000
870 y, -0.000000
870 z, 0.000000
871 x, 1.000000
871 y, -0.000000
871 z, 0.000000
872 x, 1.000000
872 y, -0.000000
872 z, 0.000000
873 x, 1.000000
873 y, 0.000000
873 z, 0.000000
874 x, 1.000000
874 y, -0.000000
874 z, 0.000000
875 x, 1.000000
875 y, -0.000000
875 z, 0.000000
876 x, 1.000000
876 y, -0.000000
876 z, 0.000000
877 x, 1.000000
877 y, 0.000000
877 z, -0.000000
878 x, 1.000000
878 y, 0.000000
878 z, -0.000000
879 x, 1.000000
879 y, 0.000000
879 z, -0.000000
880 x, 1.000000
880 y, 0.000000
880 z, -0.000000
881 x, 1.000000
881 y, -0.000000
881 z, -0.000000
882 x, 1.000000
882 y, -0.000000
882 z, 0.000000
883 x, 1.000000
883 y, -0.000000
883 z, 0.000000
884 x, 1.000000
884 y, -0.000000
884 z, 0.000000
885 x, 1.000000
885 y, 0.000000
885 z, -0.000000
886 x, 1.000000
886 y, 0.000000
886 z, -0.000000
887 x, 1.000000
887 y, -0.000000
887 z, 0.000000
888 x, 1.000000
888 y, -0.000000
888 z, 0.000000
889 x, 1.000000
889 y, -0.000000
889 z, 0.000000
890 x, 0.998635
890 y, 0.040324
890 z, 0.033207
891 x, 0.998635
891 y, 0.040320
891 z, 0.033212
892 x, -1.000000
892 y, -0.000000
892 z, 0.000000
893 x, -1.000000
893 y, 0.000000
893 z, 0.000000
894 x, -1.000000
894 y, -0.000000
894 z, -0.000000
895 x, -1.000000
895 y, 0.000000
895 z, -0.000000
896 x, -1.000000
896 y, 0.000000
896 z, -0.000000
897 x, -1.000000
897 y, 0.000000
897 z, -0.000000
898 x, -1.000000
898 y, 0.000000
898 z, -0.000000
899 x, -1.000000
899 y, -0.000000
899 z, 0.000000
900 x, -1.000000
900 y, -0.000000
